"breeder","yr","regcode","reg","loc","loccode","name","vcode","rep","mic","mat","uhm","ui","sfc","str","elo","rd","hunterb","yt","card_loss"
"28-039",17,"071","HIGH QUAL","KEISER","184","PHY 450W3FE","1543","1",5.35956619362994,0.872933966764526,1.15159459362346,85.9532939713872,6.6586938551044,33.4400637285512,8.57319585584516,78.4960414230091,7.75235942612783,NA,NA
"28-041",17,"071","HIGH QUAL","KEISER","184","ARK 0921-58ne","1544","1",4.94921273782698,0.864552292989129,1.29256258901366,87.727210500517,5.71850288722906,32.284349869151,8.28243713282628,79.5618188297363,7.12804930207209,NA,NA
"28-042",17,"071","HIGH QUAL","KEISER","184","ARK 0921-58ne","1544","2",4.84522815665858,0.86013788943071,1.2719903476339,86.9900809215253,6.09742345841318,33.4347623427053,8.62614164525909,79.2337809953336,7.25112944977519,NA,NA
"28-043",17,"071","HIGH QUAL","KEISER","184","ARK 0912-41","1545","1",5.23867692860578,0.86760020248528,1.24267597872632,87.4569988004803,6.24284000435776,32.2729615280242,8.85027031002958,79.5524299400347,6.79803038181806,NA,NA
"28-044",17,"071","HIGH QUAL","KEISER","184","ARK 0912-41","1545","2",5.28918088304512,0.870815086357728,1.26207171683579,89.2411968599389,5.93578809719475,33.0227920391346,8.60822715174052,79.0208876254245,7.25943381868491,NA,NA
"28-045",17,"071","HIGH QUAL","KEISER","184","ARK 0908-52","1546","1",4.88640784157466,0.861973113984799,1.28050952104603,86.3681220450391,6.20611727728655,28.3034437139051,8.19451668983929,79.0911609718982,6.81475237381398,NA,NA
"28-046",17,"071","HIGH QUAL","KEISER","184","ARK 0908-52","1546","2",5.19966856886883,0.869066131872176,1.28394182463164,87.1993065845512,6.11022463478012,28.6147371693941,8.281851637297,82.3696093117243,7.18795028628639,NA,NA
"28-047",17,"071","HIGH QUAL","KEISER","184","LA 11307012","1547","1",5.30121183498697,0.875309129069876,1.26764605042866,86.9311175307018,6.50629912446897,30.0477788389322,7.82250950659385,77.320433443658,7.63518838766665,NA,NA
"28-048",17,"071","HIGH QUAL","KEISER","184","LA 11307012","1547","2",5.46818647489594,0.879258954113035,1.24307210033149,86.5322753131228,6.32303553371034,30.1161337154274,7.83879067448569,76.7748077944954,7.60224802633554,NA,NA
"28-049",17,"071","HIGH QUAL","KEISER","184","LA 11307105","1548","1",4.82771668689532,0.862571576480088,1.2606104083284,87.6473752014474,6.40383523529626,34.251242740344,8.26391651675033,79.1594326510279,6.50825416929604,NA,NA
"28-050",17,"071","HIGH QUAL","KEISER","184","LA 11307105","1548","2",4.93581749059299,0.862638363799916,1.24943814209347,87.5978224723894,6.4243966892874,30.6203257934417,8.41088236398508,79.5926066132037,6.96145207412357,NA,NA
"28-053",17,"071","HIGH QUAL","KEISER","184","TAM 12I-72","1549","1",5.01885132662442,0.875448469862619,1.26278166265634,86.9658612624408,6.31490356171921,36.3291050692186,7.19959687574916,76.0898743464229,6.39137237139865,NA,NA
"28-054",17,"071","HIGH QUAL","KEISER","184","TAM 12I-72","1549","2",5.0398675868092,0.874412546543436,1.22835598682407,87.70201302217,5.98445158803349,33.8822991509299,7.27395100825143,79.6602588453146,7.67422451627039,NA,NA
"28-055",17,"071","HIGH QUAL","KEISER","184","TAM 12J-39","1550","1",5.41329403472296,0.886044684863944,1.17179856304686,86.9645492770824,6.58837020840808,40.1675307580086,7.27822218059452,74.6324818710142,7.63957157434214,NA,NA
"28-056",17,"071","HIGH QUAL","KEISER","184","TAM 12J-39","1550","2",5.40688022437156,0.884142263259125,1.19072655759059,87.1246937528424,6.20019233065538,37.3622187562356,7.36024421315718,75.0797391677423,8.61437940961817,NA,NA
"26-127",17,"160","BLACKLD","THRALL","181","PHY 499WRF*","1404","1",4.75,0.86,1.03,83,10.3,32.3,7.7,76.15,8.2,84.0176513255567,10.5103587670541
"26-128",17,"160","BLACKLD","THRALL","181","PHY 499WRF*","1404","2",4.49,0.85,1.07,84,6.7,30.75,8.3,72,8.5,76.8332676153091,8.13758389261745
"26-137",17,"160","BLACKLD","THRALL","181","PHY 312WRF","1497","1",4.5,0.86,1.1,83.9,7.9,30.15,7,73.5,9.3,NA,NA
"26-138",17,"160","BLACKLD","THRALL","181","PHY 312WRF","1497","2",4.62,0.87,1.09,85.3,6.6,30.15,6.7,72.45,9.55,NA,NA
"26-139",17,"160","BLACKLD","THRALL","181","FM 1830GLT","1503","1",4.5,0.87,1.13,83,8,30.3,5.7,75.1,7.85,NA,NA
"26-140",17,"160","BLACKLD","THRALL","181","FM 1830GLT","1503","2",4.28,0.86,1.14,83.7,7.4,29.2,5.9,74.5,7.75,NA,NA
"26-129",17,"160","BLACKLD","THRALL","181","DP 1646B2XF*","1516","1",4.66,0.86,1.14,82.8,8.4,29.4,7.6,73.35,8.5,82.513874830829,7.15488215488216
"26-130",17,"160","BLACKLD","THRALL","181","DP 1646B2XF*","1516","2",4.76,0.86,1.12,82.7,7.9,28.35,7.8,74.85,8.25,80.7293771438696,10.7885906040268
"26-131",17,"160","BLACKLD","THRALL","181","NG 4545B2XF*","1535","1",4.2,0.87,1.06,82.8,8.3,26.35,5.2,71.75,9.8,88.428758308264,9.68280467445743
"26-132",17,"160","BLACKLD","THRALL","181","NG 4545B2XF*","1535","2",4.35,0.87,1.04,81.9,9.9,27.05,5.5,69.9,9,80.7771468183434,8.24517212426532
"26-133",17,"160","BLACKLD","THRALL","181","PHY 764WRF*","1536","1",4.08,0.85,1.1,82.1,8.9,31.75,7,73.8,10.3,100.632261295258,7.96103459858919
"26-134",17,"160","BLACKLD","THRALL","181","PHY 764WRF*","1536","2",4.09,0.85,1.17,85.9,6,37.9,7.3,70.6,8.9,85.3602443334998,10.1261564339781
"26-135",17,"160","BLACKLD","THRALL","181","DP 1522B2XF","1537","1",4.91,0.86,1.06,82.3,9.3,29.7,8.2,75.95,8.9,NA,NA
"26-136",17,"160","BLACKLD","THRALL","181","DP 1522B2XF","1537","2",4.37,0.85,1.08,84.1,7.5,30.7,8.1,71.5,8.6,NA,NA
"26-141",17,"160","BLACKLD","THRALL","181","DG 3385B2XF","1551","1",4.37,0.85,1.12,85,7.4,30.55,8.2,72.65,9.35,NA,NA
"26-142",17,"160","BLACKLD","THRALL","181","DG 3385B2XF","1551","2",4.38,0.85,1.08,84.5,6.8,28.65,7.9,70.65,9.4,NA,NA
"26-143",17,"160","BLACKLD","THRALL","181","NG 4601B2XF","1552","1",5.04,0.88,1.07,84.1,7.3,31.1,7,73.3,8.45,NA,NA
"26-144",17,"160","BLACKLD","THRALL","181","NG 4601B2XF","1552","2",5.01,0.87,1.07,84.3,7,33.2,7.3,74.1,8.65,NA,NA
"26-109",17,"160","BLACKLD","COMMERCE","194","PHY 499WRF*","1404","1",5.34,0.87,1.1,85.9,5.6,31.55,9.5,73.6,8.35,81.9690719672411,7.36206607412376
"26-110",17,"160","BLACKLD","COMMERCE","194","PHY 499WRF*","1404","2",5.25,0.87,1.15,87.1,4.7,34.1,9.2,76.45,8.25,88.4504268096515,5.1926298157454
"26-119",17,"160","BLACKLD","COMMERCE","194","PHY 312WRF","1497","1",5.6,0.89,1.12,85.6,5.7,31.15,7.6,74.55,8.2,NA,NA
"26-120",17,"160","BLACKLD","COMMERCE","194","PHY 312WRF","1497","2",5.21,0.88,1.21,85.5,5.6,32.05,7.4,77.3,8.35,NA,NA
"26-121",17,"160","BLACKLD","COMMERCE","194","FM 1830GLT","1503","1",5.44,0.89,1.16,85.4,5.4,34.15,6.9,78.95,7.4,NA,NA
"26-122",17,"160","BLACKLD","COMMERCE","194","FM 1830GLT","1503","2",5.13,0.88,1.21,86.6,4.9,34.45,6.5,78.1,7.35,NA,NA
"26-111",17,"160","BLACKLD","COMMERCE","194","DP 1646B2XF*","1516","1",5.37,0.87,1.19,84,6.9,32.95,8.8,75,7.7,64.4044172766478,8.47058823529412
"26-112",17,"160","BLACKLD","COMMERCE","194","DP 1646B2XF*","1516","2",5.38,0.88,1.18,83.7,7,30.65,7.8,78.15,7.8,69.9095249423225,16.6050420168067
"26-113",17,"160","BLACKLD","COMMERCE","194","NG 4545B2XF*","1535","1",5.21,0.89,1.11,83.4,7.4,32,6.1,76.4,8.5,102.650531452965,6.95375335120643
"26-114",17,"160","BLACKLD","COMMERCE","194","NG 4545B2XF*","1535","2",5.27,0.89,1.14,84.7,6.1,33.9,6.3,75.55,8.4,81.2762578979344,8.17694369973191
"26-115",17,"160","BLACKLD","COMMERCE","194","PHY 764WRF*","1536","1",4.63,0.86,1.16,84.9,5.6,37,7.9,75.8,8.35,83.5108028600269,7.95359004540104
"26-116",17,"160","BLACKLD","COMMERCE","194","PHY 764WRF*","1536","2",4.63,0.86,1.19,86.5,4.4,35.4,8.2,76.15,8.3,95.7705211267606,10.1344537815126
"26-117",17,"160","BLACKLD","COMMERCE","194","DP 1522B2XF","1537","1",5.74,0.87,1.1,83.4,5.9,30,9.7,74.95,8.55,NA,NA
"26-118",17,"160","BLACKLD","COMMERCE","194","DP 1522B2XF","1537","2",5.77,0.88,1.12,84.5,5.3,31.9,9.3,76.5,8.3,NA,NA
"26-123",17,"160","BLACKLD","COMMERCE","194","DG 3385B2XF","1551","1",5.55,0.88,1.11,85.8,5.9,30.15,8.5,74.5,8.55,NA,NA
"26-124",17,"160","BLACKLD","COMMERCE","194","DG 3385B2XF","1551","2",5.93,0.88,1.05,84,5.9,29.6,9.1,74.85,8.45,NA,NA
"26-125",17,"160","BLACKLD","COMMERCE","194","NG 4601B2XF","1552","1",5.56,0.89,1.19,85.3,5,34.8,7.7,77.35,7.75,NA,NA
"26-126",17,"160","BLACKLD","COMMERCE","194","NG 4601B2XF","1552","2",5.62,0.89,1.14,82.3,7.4,34.1,7.9,78,7.55,NA,NA
