"br","sam","yr","re_gcode","reg","lo_ccode","loc","varcode","var","rep","mic","mat","uhml","ui","sf","str","elong","rd","plus_b","yt","waste","nepct","scn_ct","l_n","sfc_n","l_w","sfc_w","uql_w","fine","ifc","mat_ratio"
80,22,15,71,"RHQ",24,"Saint Joseph, LA",1441,"FM 2484B2F",2,5.41,0.88,1.179,84.7,8,32.9,7.2,61,7.9,61.09,"13.99",139,16,0.93,14,1,4.2,1.24,209,1.8,1.06
80,53,15,71,"RHQ",24,"Saint Joseph, LA",1443,"MD 10-5",1,5.01,0.88,1.2,83.3,8.1,31.2,5.8,59.6,7.6,81.96,"16.98",115,5,0.92,17,1,5.3,1.28,203,2.4,1.05
80,54,15,71,"RHQ",24,"Saint Joseph, LA",1443,"MD 10-5",2,5.09,0.89,1.24,86.5,6.3,37.2,5.8,59.7,7.7,88.01,"15.81",80,11,1,10,1.1,2.8,1.29,208,1.5,1.08
80,31,15,71,"RHQ",24,"Saint Joseph, LA",1457,"DP 1321B2RF",1,5.11,0.88,1.232,84.7,6.5,33.7,7,58.7,7,80.6,"13.6",126,27,0.94,16,1.1,4.9,1.32,189,2.7,1.04
80,32,15,71,"RHQ",24,"Saint Joseph, LA",1457,"DP 1321B2RF",2,5.03,0.88,1.255,85.5,6.6,34,6.2,61.4,6.7,75.84,"14.74",87,13,1,15,1.1,4.1,1.37,196,2.3,1.06
80,37,15,71,"RHQ",24,"Saint Joseph, LA",1459,"PHY 444WRF",1,5.14,0.88,1.222,85.2,6.8,34.6,7,62,7.1,71.17,"14.12",92,6,0.91,17,1,5.3,1.26,199,2.7,1.03
80,38,15,71,"RHQ",24,"Saint Joseph, LA",1459,"PHY 444WRF",2,5.04,0.88,1.206,85.3,6.9,33.2,7,60,7.5,71.35,"12.07",100,8,0.91,17,1,5.5,1.27,200,2.4,1.04
80,47,15,71,"RHQ",24,"Saint Joseph, LA",1461,"ST 6448GLB2",1,5.36,0.88,1.165,84.9,6.6,32.3,7.7,58.3,7.9,70.57,"13.14",90,5,0.95,11,1,3.2,1.22,203,1.9,1.06
80,48,15,71,"RHQ",24,"Saint Joseph, LA",1461,"ST 6448GLB2",2,4.87,0.87,1.32,86.2,5.2,32.2,7,60.2,8.2,77.18,"13.37",112,11,0.99,16,1.1,4.6,1.36,194,3,1.02
80,43,15,71,"RHQ",24,"Saint Joseph, LA",1474,"FM 2322GL",1,4.68,0.87,1.226,85.2,6.5,33.9,6.8,60,7.6,76.37,"9.77",86,10,1,13,1.1,3.7,1.34,195,2.7,1.03
80,44,15,71,"RHQ",24,"Saint Joseph, LA",1474,"FM 2322GL",2,5.3,0.89,1.27,85.7,6.5,31.8,6.3,58,7.7,75.64,"24.42",138,14,0.97,16,1.1,4.7,1.36,176,3.2,1.01
80,33,15,71,"RHQ",24,"Saint Joseph, LA",1482,"DP 1410B2RF",1,5.15,0.88,1.173,84.4,6.9,35.1,7.4,60.6,7.5,72.89,"12.52",77,12,0.91,16,1,5,1.25,196,2.4,1.04
80,34,15,71,"RHQ",24,"Saint Joseph, LA",1482,"DP 1410B2RF",2,5.15,0.88,1.289,86.4,6.1,34.4,6.8,61.6,8.6,69.36,"10.45",96,8,0.99,14,1.1,4.2,1.36,205,2.4,1.05
80,45,15,71,"RHQ",24,"Saint Joseph, LA",1483,"FM 2334GLT",1,5.35,0.89,1.19,85.2,7.2,33.3,6.3,60.4,6.6,92.75,"13.74",99,12,0.97,13,1.1,3.8,1.29,205,1.7,1.07
80,46,15,71,"RHQ",24,"Saint Joseph, LA",1483,"FM 2334GLT",2,5.32,0.89,1.256,85.2,6.5,36.5,6.2,60.4,7.8,87.96,"11.26",73,3,0.99,11,1.1,3.3,1.3,202,1.7,1.07
80,25,15,71,"RHQ",24,"Saint Joseph, LA",1498,"Ark 0606-50",1,4.64,0.86,1.185,85,6.8,34.5,7.4,56.1,7.4,67.48,"14.41",128,15,0.96,11,1,3.4,1.25,189,1.4,1.07
80,26,15,71,"RHQ",24,"Saint Joseph, LA",1498,"Ark 0606-50",2,5.05,0.88,1.257,85.5,6.3,33.4,6.3,59.1,6.9,89.86,"14.48",121,17,0.99,15,1.1,4.3,1.35,191,2.2,1.06
80,27,15,71,"RHQ",24,"Saint Joseph, LA",1499,"Ark 0701-4",1,5.06,0.88,1.271,84.5,6.5,34.3,6.3,59.8,7.8,76.69,"12.01",64,8,0.97,13,1.1,3.8,1.31,199,1.6,1.08
80,28,15,71,"RHQ",24,"Saint Joseph, LA",1499,"Ark 0701-4",2,5.05,0.88,1.221,84.3,7.2,31.8,6.2,60.3,7.9,65.62,"12.93",103,14,0.98,14,1.1,4,1.33,198,2.3,1.06
80,29,15,71,"RHQ",24,"Saint Joseph, LA",1500,"Ark 0703-10",1,4.94,0.87,1.216,86.2,6.2,35.5,7.1,58.1,7.2,71.54,"14.11",108,11,0.94,14,1,4,1.23,205,1.9,1.07
80,30,15,71,"RHQ",24,"Saint Joseph, LA",1500,"Ark 0703-10",2,5.1,0.88,1.258,85.1,6.9,33.2,6.5,60.5,7.3,70.54,"13.74",106,10,0.96,13,1.1,4,1.29,206,1.5,1.08
80,35,15,71,"RHQ",24,"Saint Joseph, LA",1501,"DP 1555B2RF",1,4.9,0.88,1.221,85.8,6.7,35,6.5,59.5,7.1,78.12,"12.94",108,8,0.91,16,1,5,1.25,195,2.9,1.03
80,36,15,71,"RHQ",24,"Saint Joseph, LA",1501,"DP 1555B2RF",2,4.86,0.87,1.288,86.9,5.5,34.7,7.2,60.6,8.1,66.48,"11.07",120,11,0.99,14,1.1,4.2,1.34,202,2.4,1.04
80,39,15,71,"RHQ",24,"Saint Joseph, LA",1502,"PHY 552WRF",1,5.3,0.89,1.197,85.1,6.6,33.8,6.6,60.9,7,72.76,"12.49",80,9,0.95,14,1,4.1,1.27,207,2.2,1.06
80,40,15,71,"RHQ",24,"Saint Joseph, LA",1502,"PHY 552WRF",2,5.12,0.89,1.256,84.9,6.5,33.3,5.7,59.4,7.5,65.95,"15.81",113,12,0.95,16,1.1,4.8,1.33,194,2.4,1.05
80,41,15,71,"RHQ",24,"Saint Joseph, LA",1503,"FM 1830GLT",1,4.68,0.86,1.221,85.4,6.3,33.9,7.6,61.4,7.6,71.22,"11.63",94,16,0.97,15,1.1,4.5,1.36,189,2.9,1.02
80,42,15,71,"RHQ",24,"Saint Joseph, LA",1503,"FM 1830GLT",2,4.26,0.86,1.263,84.3,6.9,32.5,6.8,62.5,9.1,70.87,"12.24",158,8,0.95,16,1.1,5.1,1.34,181,3.6,0.99
80,49,15,71,"RHQ",24,"Saint Joseph, LA",1504,"LA 11309134",1,4.83,0.87,1.233,85.4,6.9,33,6.8,62.5,7.4,73.41,"12.28",60,7,1.01,13,1.1,3.7,1.34,200,2,1.06
80,50,15,71,"RHQ",24,"Saint Joseph, LA",1504,"LA 11309134",2,5.33,0.89,1.238,85.7,6.3,34.5,6.3,60.9,7.3,77.12,"16.28",82,10,0.95,15,1.1,4.6,1.29,202,2.3,1.05
80,51,15,71,"RHQ",24,"Saint Joseph, LA",1505,"NM 13P1088",1,5.14,0.88,1.197,84.8,6.9,34.2,6.5,59.5,7.7,80.82,"16.62",64,6,0.91,17,1,5.3,1.25,199,2.6,1.04
80,52,15,71,"RHQ",24,"Saint Joseph, LA",1505,"NM 13P1088",2,5.4,0.89,1.236,86,6.4,33.2,7,62.9,7.1,75.39,"9.8800000000000008",82,6,0.98,14,1.1,3.9,1.31,217,1.7,1.07
80,55,15,71,"RHQ",24,"Saint Joseph, LA",1506,"MD 87",1,5.2,0.88,1.203,85.1,6.7,34.6,6.4,62.4,6.8,70.59,"13.57",87,13,0.97,13,1.1,3.8,1.28,199,1.5,1.08
80,56,15,71,"RHQ",24,"Saint Joseph, LA",1506,"MD 87",2,4.85,0.87,1.26,85.4,7.1,34.2,7,60.2,8.6,69.64,"12.29",130,19,0.98,15,1.1,4.5,1.34,203,2.7,1.05
85,3,15,71,"RHQ",25,"Stoneville, MS",1426,"PHY 725RF",1,4.64,0.87,1.294,87.6,5.5,38.9,7.5,75.8,8.8,102.3,"6.54",106,6,0.99,12,1.1,3.8,1.35,186,1.8,1.05
85,4,15,71,"RHQ",25,"Stoneville, MS",1426,"PHY 725RF",3,4.76,0.87,1.335,87.2,5,38.4,7.4,75.1,9,91.68,"7.54",109,7,1.02,12,1.1,3.5,1.39,191,1.7,1.07
85,1,15,71,"RHQ",25,"Stoneville, MS",1441,"FM 2484B2F",1,4.77,0.87,1.288,86.7,5.5,36.5,6.6,80.5,7.8,95.81,"2.06",55,6,1.03,11,1.1,3.1,1.36,197,1.5,1.08
