"br","sam","yr","re_gcode","reg","lo_ccode","loc","varcode","var","rep","mic","mat","uhml","ui","sf","str","elong","rd","plus_b","yt","nepct","scn_ct","l_n","sfc_n","l_w","sfc_w","uql_w","fine","ifc","mat_ratio"
"16","10",14,71,"RHQ",25,"Stoneville, MS",1488,"ark 0615-49",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","10",14,71,"RHQ",25,"Stoneville, MS",1488,"ark 0615-49",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","10",14,71,"RHQ",25,"Stoneville, MS",1488,"ark 0615-49",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","5",14,71,"RHQ",25,"Stoneville, MS",1489,"ark 0607-05",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","5",14,71,"RHQ",25,"Stoneville, MS",1489,"ark 0607-05",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","5",14,71,"RHQ",25,"Stoneville, MS",1489,"ark 0607-05",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","6",14,71,"RHQ",25,"Stoneville, MS",1489,"ark 0607-05",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","6",14,71,"RHQ",25,"Stoneville, MS",1489,"ark 0607-05",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","6",14,71,"RHQ",25,"Stoneville, MS",1489,"ark 0607-05",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","7",14,71,"RHQ",25,"Stoneville, MS",1490,"ark 0608-15",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","7",14,71,"RHQ",25,"Stoneville, MS",1490,"ark 0608-15",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","7",14,71,"RHQ",25,"Stoneville, MS",1490,"ark 0608-15",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","8",14,71,"RHQ",25,"Stoneville, MS",1490,"ark 0608-15",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","8",14,71,"RHQ",25,"Stoneville, MS",1490,"ark 0608-15",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","8",14,71,"RHQ",25,"Stoneville, MS",1490,"ark 0608-15",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","37",14,71,"RHQ",25,"Stoneville, MS",1491,"dc 13-7",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","37",14,71,"RHQ",25,"Stoneville, MS",1491,"dc 13-7",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","37",14,71,"RHQ",25,"Stoneville, MS",1491,"dc 13-7",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","38",14,71,"RHQ",25,"Stoneville, MS",1491,"dc 13-7",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","38",14,71,"RHQ",25,"Stoneville, MS",1491,"dc 13-7",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","38",14,71,"RHQ",25,"Stoneville, MS",1491,"dc 13-7",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","39",14,71,"RHQ",25,"Stoneville, MS",1492,"dc f7 bluk pop",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","39",14,71,"RHQ",25,"Stoneville, MS",1492,"dc f7 bluk pop",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","39",14,71,"RHQ",25,"Stoneville, MS",1492,"dc f7 bluk pop",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","40",14,71,"RHQ",25,"Stoneville, MS",1492,"dc f7 bluk pop",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","40",14,71,"RHQ",25,"Stoneville, MS",1492,"dc f7 bluk pop",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","40",14,71,"RHQ",25,"Stoneville, MS",1492,"dc f7 bluk pop",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","17",14,71,"RHQ",25,"Stoneville, MS",1496,"dp 1311b2rf",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","17",14,71,"RHQ",25,"Stoneville, MS",1496,"dp 1311b2rf",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","17",14,71,"RHQ",25,"Stoneville, MS",1496,"dp 1311b2rf",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","18",14,71,"RHQ",25,"Stoneville, MS",1496,"dp 1311b2rf",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","18",14,71,"RHQ",25,"Stoneville, MS",1496,"dp 1311b2rf",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","18",14,71,"RHQ",25,"Stoneville, MS",1496,"dp 1311b2rf",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","33",14,71,"RHQ",75,"Portageville, MO",1397,"dp 1050b2rf",1,"4.5999999999999996","0.85","1.151","83.8","7","30.9","8.5","75.5","8.8000000000000007","73.989999999999995","151","12","0.87","19","1.03","6.1","1.22","179.3","3.5","0.96"
"21","34",14,71,"RHQ",75,"Portageville, MO",1397,"dp 1050b2rf",2,"4.53","0.85","1.131","84.1","7.6","30.2","8.6999999999999993","76.5","8.5","75.150000000000006","139","9","0.87","18","1.02","5.8","1.19","183.7","3","0.98"
"21","25",14,71,"RHQ",75,"Portageville, MO",1426,"phy 725rf",1,"4.4400000000000004","0.86","1.234","84.9","7.2","34.200000000000003","7.4","74.900000000000006","7.6","87.35","191","10","0.9","20","1.0900000000000001","6","1.3","179","3.4","0.99"
"21","26",14,71,"RHQ",75,"Portageville, MO",1426,"phy 725rf",2,"4.47","0.85","1.244","84.5","6.6","35.9","8.4","74.2","8.1","88.76","166","9","0.95","14","1.1000000000000001","4.0999999999999996","1.29","181","2.1","1.02"
"21","35",14,71,"RHQ",75,"Portageville, MO",1436,"dp 1219b2rf",1,"4.7","0.86","1.1599999999999999","82.9","8","34.4","8.4","76","8","92.07","122","5","0.87","20","1.04","6.2","1.22","185","2.8","1.01"
"21","36",14,71,"RHQ",75,"Portageville, MO",1436,"dp 1219b2rf",2,"4.5199999999999996","0.86","1.1279999999999999","83","8.4","32.299999999999997","7.7","77","7.9","78.72","139","8","0.83","23","1.02","7.7","1.21","179","3.4","0.98"
"21","23",14,71,"RHQ",75,"Portageville, MO",1441,"fm 2484b2f",1,"4.3499999999999996","0.86","1.1719999999999999","83.7","7.5","35.200000000000003","7.4","79.099999999999994","7.9","99.22","181","5","0.87","19","1.03","6.1","1.22","175.3","3","0.99"
"21","24",14,71,"RHQ",75,"Portageville, MO",1441,"fm 2484b2f",2,"4.1500000000000004","0.85","1.194","84.2","7.3","34.9","7.4","78.5","7.5","3.92","151","13","0.87","18","1.04","5.8","1.23","172.3","3.1","0.99"
"21","37",14,71,"RHQ",75,"Portageville, MO",1457,"dp 1321b2rf",1,"4.5599999999999996","0.85","1.165","83.2","6.9","33.5","9.1","76.400000000000006","8.6999999999999993","74.430000000000007","151","7","0.85","20","1.02","6.3","1.2","182.3","3.7","0.96"
"21","38",14,71,"RHQ",75,"Portageville, MO",1457,"dp 1321b2rf",2,"4.42","0.85","1.147","83.7","7.6","32.4","9","75.599999999999994","7.9","78.19","185","9","0.83","21","1","7","1.19","179.3","3.9","0.95"
"21","43",14,71,"RHQ",75,"Portageville, MO",1459,"px 4444-13wrf",1,"4.6100000000000003","0.85","1.2","85.8","6.3","33.5","9.6","77.3","7.3","84.8","174","8","0.91","18","1.08","5.5","1.27","173.3","3.7","0.95"
"21","44",14,71,"RHQ",75,"Portageville, MO",1459,"px 4444-13wrf",2,"3.98","0.84","1.198","84.9","7.1","33.4","8.1","79.5","7.5","94.93","194","13","0.88","20","1.06","6.5","1.25","168.7","3.8","0.95"
"21","41",14,71,"RHQ",75,"Portageville, MO",1470,"phy 575wrf",1,"4.26","0.85","1.1839999999999999","83.7","7.7","32.1","8.3000000000000007","77","8.3000000000000007","79.239999999999995","177","7","0.89","18","1.06","5.8","1.26","171","3.5","0.96"
"21","42",14,71,"RHQ",75,"Portageville, MO",1470,"phy 575wrf",2,"4.38","0.85","1.204","85.1","6.9","32.9","8.4","78.2","7","80.95","147","13","0.9","19","1.07","5.8","1.26","171","3.3","0.96"
"21","49",14,71,"RHQ",75,"Portageville, MO",1474,"fm 2322gl",1,"4.2699999999999996","0.86","1.2050000000000001","82.5","7.9","33.299999999999997","6.8","75.7","7.6","85.63","201","17","0.88","20","1.07","6.3","1.28","166","3.4","0.99"
"21","50",14,71,"RHQ",75,"Portageville, MO",1474,"fm 2322gl",2,"4.4400000000000004","0.86","1.218","83.3","7.2","36.200000000000003","6.8","77.3","7.1","0.26","197","12","0.87","20","1.05","6.1","1.26","167.7","2.9","1"
"21","39",14,71,"RHQ",75,"Portageville, MO",1482,"dp 1410b2rf",1,"4.37","0.86","1.1859999999999999","83.9","7.9","34","7.1","76.5","8.1","81.290000000000006","172","21","0.89","20","1.08","6.4","1.29","168.7","3.7","0.97"
"21","40",14,71,"RHQ",75,"Portageville, MO",1482,"dp 1410b2rf",2,"4.2699999999999996","0.86","1.1950000000000001","83.6","7.4","34.5","7.2","76.099999999999994","7.9","94.92","172","14","0.86","22","1.06","7.1","1.27","165.3","3.7","0.96"
"21","51",14,71,"RHQ",75,"Portageville, MO",1483,"fm 2334glt",1,"4.4800000000000004","0.86","1.2190000000000001","85.3","7.1","34.4","7.1","79.8","7","97.97","183","14","0.94","16","1.1100000000000001","4.5999999999999996","1.29","173.3","3","0.99"
"21","52",14,71,"RHQ",75,"Portageville, MO",1483,"fm 2334glt",2,"4.58","0.86","1.202","83.9","7.1","33.700000000000003","7.4","80.400000000000006","6.6","80.89","111","4","0.94","16","1.1000000000000001","4.7","1.29","177.3","2.8","1.01"
"21","45",14,71,"RHQ",75,"Portageville, MO",1484,"px 4478-20wrf",1,"4.46","0.85","1.177","83.6","7.2","34","8.1999999999999993","76.599999999999994","7.4","88.33","135","7","0.89","17","1.05","5.5","1.23","182","3.2","0.98"
"21","46",14,71,"RHQ",75,"Portageville, MO",1484,"px 4478-20wrf",2,"4.57","0.85","1.212","85.5","6.4","33.799999999999997","9.3000000000000007","77.3","6.7","74.8","123","3","0.88","18","1.04","5.8","1.23","179.7","3.5","0.97"
"21","47",14,71,"RHQ",75,"Portageville, MO",1485,"px 4539-15wrf",1,"4.29","0.85","1.1830000000000001","83.7","7.2","34.200000000000003","8.4","77.3","8.1","97.48","182","11","0.86","21","1.04","6.4","1.24","177.7","3.9","0.96"
"21","48",14,71,"RHQ",75,"Portageville, MO",1485,"px 4539-15wrf",2,"4.2699999999999996","0.85","1.159","84.2","7.7","34.299999999999997","8.1999999999999993","79.099999999999994","7.6","74.489999999999995","199","7","0.87","20","1.04","6.1","1.22","175.3","4.0999999999999996","0.96"
"21","55",14,71,"RHQ",75,"Portageville, MO",1486,"tam 11k-13els",1,"4.0599999999999996","0.86","1.3959999999999999","85.2","5","37.6","6.7","74.599999999999994","7.4","72.260000000000005","236","22","0.99","21","1.23","5.7","1.51","162.69999999999999","4","0.98"
"21","56",14,71,"RHQ",75,"Portageville, MO",1486,"tam 11k-13els",2,"4.08","0.86","1.401","85.4","5","36.6","6.6","75.599999999999994","7.4","77.95","215","17","0.98","21","1.22","5.7","1.49","163","4","0.97"
"21","53",14,71,"RHQ",75,"Portageville, MO",1487,"dp 05069",1,"3.84","0.84","1.2110000000000001","84.3","7.2","34.5","8.4","79.7","7.7","84.83","187","10","0.94","16","1.1000000000000001","4.7","1.3","173.3","3","0.99"
"21","54",14,71,"RHQ",75,"Portageville, MO",1487,"dp 05069",2,"4.4800000000000004","0.86","1.2130000000000001","84.2","7","36","7.7","78.3","7.8","4.45","157","11","0.92","16","1.08","4.9000000000000004","1.28","171.7","2.9","0.98"
"21","31",14,71,"RHQ",75,"Portageville, MO",1488,"ark 0615-49",1,"4.6100000000000003","0.86","1.222","84.6","6.9","33.700000000000003","7.4","75.7","7.7","89.23","157","9","0.91","18","1.0900000000000001","5.3","1.29","183.3","3","1.01"
"21","32",14,71,"RHQ",75,"Portageville, MO",1488,"ark 0615-49",2,"4.51","0.86","1.1930000000000001","84.9","7","33.200000000000003","7.5","74.400000000000006","8.3000000000000007","94.5","147","7","0.89","18","1.06","5.4","1.25","184.7","3.1","0.99"
"21","27",14,71,"RHQ",75,"Portageville, MO",1489,"ark 0607-05",1,"4.43","0.86","1.2509999999999999","84.7","7.1","32.799999999999997","7.8","74","8.1999999999999993","83.31","170","8","0.9","21","1.1000000000000001","6.1","1.32","178.7","3.5","0.98"
"21","28",14,71,"RHQ",75,"Portageville, MO",1489,"ark 0607-05",2,"4.32","0.85","1.228","84.1","7.1","33.700000000000003","7.9","74.599999999999994","8","90.79","195","7","0.88","22","1.08","6.7","1.3","174.3","3.7","0.97"
"21","29",14,71,"RHQ",75,"Portageville, MO",1490,"ark 0608-15",1,"3.94","0.84","1.2250000000000001","83.7","7.3","30.6","8.1999999999999993","76.599999999999994","8.1","88.51","248","17","0.88","20","1.06","6.3","1.27","169.7","3.6","0.96"
"21","30",14,71,"RHQ",75,"Portageville, MO",1490,"ark 0608-15",2,"4.01","0.84","1.2150000000000001","84","7.6","31.7","8.1999999999999993","75.7","7.9","83","185","9","0.88","21","1.07","6.5","1.28","168","3.8","0.95"
"21","57",14,71,"RHQ",75,"Portageville, MO",1491,"dc 13-7",1,"4.2699999999999996","0.86","1.2589999999999999","83.3","6.9","34.9","7.4","77.900000000000006","6.8","82.65","181","16","0.88","22","1.08","6.5","1.29","176.7","4.5","0.93"
"21","58",14,71,"RHQ",75,"Portageville, MO",1491,"dc 13-7",2,"4.24","0.85","1.246","84.7","6.5","35.799999999999997","7.7","76.400000000000006","7.1","84.52","162","23","0.93","20","1.1200000000000001","5.7","1.32","171.7","4.2","0.94"
"21","59",14,71,"RHQ",75,"Portageville, MO",1492,"dc f7 bluk pop",1,"4.04","0.85","1.1579999999999999","83.3","7.9","32.200000000000003","7.8","73.2","6.2","85.05","122","8","0.86","19","1.02","6.2","1.21","170.3","4.4000000000000004","0.92"
"21","60",14,71,"RHQ",75,"Portageville, MO",1492,"dc f7 bluk pop",2,"4.55","0.85","1.2","84.3","6.5","36","8.6999999999999993","74.7","7.3","94.77","143","13","0.93","16","1.0900000000000001","4.7","1.28","173","3","0.96"
"21","61",14,71,"RHQ",75,"Portageville, MO",1496,"dp 1311b2rf",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","62",14,71,"RHQ",75,"Portageville, MO",1496,"dp 1311b2rf",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","39",14,71,"RHQ",155,"Las Cruces, NM",1397,"dp 1050b2rf",1,"4.92","0.85","1.1419999999999999","82.7","8.6999999999999993","28.4","10","79.400000000000006","7.9","76.64","105","1","0.86","18","1.01","6.2","1.2","175","3.6","0.91"
"63","40",14,71,"RHQ",155,"Las Cruces, NM",1397,"dp 1050b2rf",2,"4.62","0.84","1.1870000000000001","83.8","7.9","30","10.5","80.900000000000006","8.3000000000000007","74.3","102","6","0.88","20","1.06","6.4","1.27","173","4.0999999999999996","0.9"
"63","31",14,71,"RHQ",155,"Las Cruces, NM",1426,"phy 725rf",1,"4.5199999999999996","0.84","1.2030000000000001","85.2","6.5","35.9","10.3","76.400000000000006","8.3000000000000007","67.94","133","9","0.92","17","1.0900000000000001","5.4","1.3","172.7","3.1","0.96"
"63","32",14,71,"RHQ",155,"Las Cruces, NM",1426,"phy 725rf",2,"4.38","0.84","1.2529999999999999","84","6.5","33.9","10.3","77.2","8","87.15","141","3","0.86","22","1.05","7.4","1.27","169","3.6","0.94"
"63","41",14,71,"RHQ",155,"Las Cruces, NM",1436,"dp 1219b2rf",1,"4.51","0.85","1.206","84.1","7.5","34.1","9.4","79.7","7.3","71.03","137","4","0.81","25","1.01","8.6999999999999993","1.24","170.7","3.8","0.94"
"63","42",14,71,"RHQ",155,"Las Cruces, NM",1436,"dp 1219b2rf",2,"4.6100000000000003","0.85","1.2250000000000001","83","7.3","33.5","9.5","79.7","7.3","87.57","143","2","0.81","26","1.01","9.1","1.25","169","4.7","0.93"
"63","29",14,71,"RHQ",155,"Las Cruces, NM",1441,"fm 2484b2f",1,"4.01","0.84","1.252","84.4","7.1","31.7","8.1","83.7","6.6","81.67","187","2","0.81","29","1.04","9.6","1.3","154","5.3","0.91"
"63","30",14,71,"RHQ",155,"Las Cruces, NM",1441,"fm 2484b2f",2,"4.2699999999999996","0.85","1.2569999999999999","83","7.4","32","8.6999999999999993","81.5","6.6","65.25","166","7","0.85","25","1.07","8","1.31","163.69999999999999","4.2","0.95"
"63","43",14,71,"RHQ",155,"Las Cruces, NM",1457,"dp 1321b2rf",1,"4.8099999999999996","0.84","1.2330000000000001","85.8","6.5","30.8","11.6","78.7","7.4","70.53","98","2","0.9","18","1.07","5.8","1.27","178.7","3.4","0.94"
"63","44",14,71,"RHQ",155,"Las Cruces, NM",1457,"dp 1321b2rf",2,"5.0599999999999996","0.84","1.2230000000000001","86.3","6.7","30.7","11.4","79.599999999999994","7.3","71.28","97","1","0.92","17","1.08","5.2","1.27","188.3","3.2","0.94"
"63","49",14,71,"RHQ",155,"Las Cruces, NM",1459,"px 4444-13wrf",1,"4.4400000000000004","0.85","1.3160000000000001","85.4","5.3","29.7","8.5","80.5","7.3","76.31","105","2","0.95","19","1.1499999999999999","5.7","1.4","172.3","3.9","0.93"
"63","50",14,71,"RHQ",155,"Las Cruces, NM",1459,"px 4444-13wrf",2,"4.38","0.84","1.339","86.8","4.9000000000000004","30.4","9.4","79.3","7.6","76.62","90","3","1","16","1.19","4.7","1.43","167.3","3.8","0.92"
"63","47",14,71,"RHQ",155,"Las Cruces, NM",1470,"phy 575wrf",1,"4.29","0.84","1.2549999999999999","84.5","7.4","30.9","9.8000000000000007","79.099999999999994","7.6","61.8","126","1","0.89","20","1.08","6.6","1.31","167.3","4.2","0.9"
"63","48",14,71,"RHQ",155,"Las Cruces, NM",1470,"phy 575wrf",2,"4.38","0.84","1.248","85","6.4","29.8","9.4","81.2","7.6","86.64","164","2","0.81","26","1","9.1","1.22","167.7","4.5999999999999996","0.91"
"63","55",14,71,"RHQ",155,"Las Cruces, NM",1474,"fm 2322gl",1,"4.3899999999999997","0.85","1.329","84.7","5.2","33.4","8.6","79","7","61.92","91","4","0.9","20","1.1000000000000001","6.1","1.33","161","3.4","0.96"
"63","56",14,71,"RHQ",155,"Las Cruces, NM",1474,"fm 2322gl",2,"4.46","0.86","1.2170000000000001","83.4","7.7","32.5","7.4","80.900000000000006","6.8","98.38","158","8","0.81","27","1.02","9.4","1.27","164","4.2","0.94"
"63","45",14,71,"RHQ",155,"Las Cruces, NM",1482,"dp 1410b2rf",1,"4.26","0.84","1.25","84","7.1","30.5","8.6999999999999993","78.400000000000006","7","68.760000000000005","124","9","0.85","23","1.05","7.6","1.29","165.7","3.7","0.94"
"63","46",14,71,"RHQ",155,"Las Cruces, NM",1482,"dp 1410b2rf",2,"4.5199999999999996","0.85","1.1990000000000001","83.2","7.6","31","8.5","76.2","6.4","67.709999999999994","91","8","0.86","21","1.06","7.1","1.28","160.69999999999999","3.7","0.93"
"63","57",14,71,"RHQ",155,"Las Cruces, NM",1483,"fm 2334glt",1,"4.41","0.85","1.2569999999999999","84.9","6.9","33.799999999999997","8.6","81.599999999999994","6.8","74.42","110","7","0.93","19","1.1299999999999999","5.6","1.36","166","3.4","0.94"
"63","58",14,71,"RHQ",155,"Las Cruces, NM",1483,"fm 2334glt",2,"4.41","0.85","1.3120000000000001","86.9","5.3","32","9.1","80.900000000000006","6.7","68.09","161","7","0.86","23","1.07","7.5","1.3","169","3.7","0.94"
"63","51",14,71,"RHQ",155,"Las Cruces, NM",1484,"px 4478-20wrf",1,"4.72","0.83","1.264","86","6.3","30.7","11.7","78.099999999999994","6.4","59.71","127","3","0.93","18","1.1200000000000001","5.4","1.33","180.7","3.9","0.89"
"63","52",14,71,"RHQ",155,"Las Cruces, NM",1484,"px 4478-20wrf",2,"4.87","0.84","1.2230000000000001","86.8","6","30.5","11.9","78.3","7.4","65.38","101","4","0.96","17","1.1399999999999999","5","1.36","180.3","3.5","0.9"
"63","53",14,71,"RHQ",155,"Las Cruces, NM",1485,"px 4539-15wrf",1,"4.8600000000000003","0.85","1.2210000000000001","84","7.2","32.1","9.8000000000000007","80.3","8.1999999999999993","72.08","105","5","0.92","19","1.1000000000000001","5.9","1.32","181","3.3","0.94"
"63","54",14,71,"RHQ",155,"Las Cruces, NM",1485,"px 4539-15wrf",2,"4.6500000000000004","0.85","1.2490000000000001","87.3","6","31","9.9","79","7.5","58.48","163","2","0.89","21","1.07","6.7","1.3","175","4.5","0.91"
"63","61",14,71,"RHQ",155,"Las Cruces, NM",1486,"tam 11k-13els",1,"4.2300000000000004","0.85","1.381","84.4","5.2","33.299999999999997","8","79.3","7.6","74.959999999999994","201","5","0.89","26","1.1399999999999999","8.1","1.45","170.3","4.5999999999999996","0.93"
"63","62",14,71,"RHQ",155,"Las Cruces, NM",1486,"tam 11k-13els",2,"4.24","0.85","1.429","85.4","5","31.9","8.1","78.7","6.9","68.819999999999993","113","1","1.01","19","1.24","5.4","1.54","168.3","3.4","0.96"
"63","59",14,71,"RHQ",155,"Las Cruces, NM",1487,"dp 05069",1,"4.16","0.85","1.2669999999999999","83.8","6.5","30.9","7.9","81.7","7","69.14","116","6","0.88","21","1.08","6.7","1.31","163","3.7","0.94"
"63","60",14,71,"RHQ",155,"Las Cruces, NM",1487,"dp 05069",2,"4.53","0.86","1.3120000000000001","85.4","5.4","33.4","7.9","80.5","7.1","72.08","92","1","0.9","21","1.1200000000000001","6.7","1.38","166.7","3.9","0.95"
"63","37",14,71,"RHQ",155,"Las Cruces, NM",1488,"ark 0615-49",1,"5.25","0.87","1.212","86.4","6.4","31.9","9.1","77.400000000000006","7","77","75","9","0.9","16","1.06","5.0999999999999996","1.25","199.7","2","1.02"
"63","38",14,71,"RHQ",155,"Las Cruces, NM",1488,"ark 0615-49",2,"5.26","0.87","1.242","85.2","6.6","33","8.6","78.900000000000006","7.4","69.47","67","5","0.93","18","1.1200000000000001","5.5","1.34","193.7","2.5","0.99"
"63","33",14,71,"RHQ",155,"Las Cruces, NM",1489,"ark 0607-05",1,"4.84","0.85","1.248","84.5","6.8","32.700000000000003","9.6999999999999993","77.599999999999994","7.7","78.89","131","2","0.86","22","1.06","7.3","1.29","182.3","3.3","0.95"
"63","34",14,71,"RHQ",155,"Las Cruces, NM",1489,"ark 0607-05",2,"4.8","0.85","1.286","84.1","7","32.4","9.6","78.7","7.9","77.47","76","3","0.87","22","1.05","6.9","1.28","186.3","3.2","0.96"
"63","35",14,71,"RHQ",155,"Las Cruces, NM",1490,"ark 0608-15",1,"4.3600000000000003","0.84","1.204","84.6","6.8","28.9","9.9","77.900000000000006","6.9","68.209999999999994","191","7","0.8","26","1.01","9.5","1.24","158","5.9","0.88"
"63","36",14,71,"RHQ",155,"Las Cruces, NM",1490,"ark 0608-15",2,"4.58","0.83","1.2150000000000001","83.9","7.6","28.6","11","75.7","7.2","65.209999999999994","151","7","0.84","23","1.03","7.8","1.25","176","4.5","0.89"
"63","63",14,71,"RHQ",155,"Las Cruces, NM",1491,"dc 13-7",1,"5.09","0.87","1.248","86","6.4","34.4","8.8000000000000007","78.5","7.1","66.58","119","2","0.9","20","1.08","6.4","1.3","189","3.6","0.97"
"63","64",14,71,"RHQ",155,"Las Cruces, NM",1491,"dc 13-7",2,"5.24","0.86","1.23","85.7","5.9","32.700000000000003","9.9","80.8","7.2","68.64","81","3","0.97","13","1.1100000000000001","3.8","1.29","196.3","2.2000000000000002","0.98"
"63","65",14,71,"RHQ",155,"Las Cruces, NM",1492,"dc f7 bluk pop",1,"4.8899999999999997","0.85","1.266","86.7","5.8","32.6","9.9","80","7.3","64.28","144","4","0.9","20","1.0900000000000001","6.1","1.31","190.7","2.9","0.98"
"63","66",14,71,"RHQ",155,"Las Cruces, NM",1492,"dc f7 bluk pop",2,"4.9800000000000004","0.86","1.2529999999999999","83.6","6.5","32","8.6999999999999993","77.599999999999994","7.2","61.49","63","0","0.93","17","1.0900000000000001","5.3","1.31","195","2.4","1"
"63","67",14,71,"RHQ",155,"Las Cruces, NM",1496,"dp 1311b2rf",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","68",14,71,"RHQ",155,"Las Cruces, NM",1496,"dp 1311b2rf",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","31",14,71,"RHQ",184,"Keiser, AR",1397,"dp 1050b2rf",2,"4.68","0.87","1.2989999999999999","87.3","5.4","33.1","7.3","80.3","6.8","88.64","55","5","1.05","11","1.2","2.7","1.38","185.3","1.7","1.03"
"28","32",14,71,"RHQ",184,"Keiser, AR",1397,"dp 1050b2rf",3,"4.58","0.86","1.224","86","6.3","33.1","8.1999999999999993","78.099999999999994","6.5","83.63","76","1","0.98","13","1.1200000000000001","3.6","1.3","182","2.2999999999999998","1.01"
"28","23",14,71,"RHQ",184,"Keiser, AR",1426,"phy 725rf",2,"3.72","0.84","1.2749999999999999","85.9","5.6","32.4","7.4","84.5","6","84.69","125","5","0.96","16","1.1299999999999999","4.9000000000000004","1.34","156","3.4","0.96"
